epoch,step,train_dist_epoch,train_dist_step,train_loss_epoch,train_loss_step,val_dist_epoch,val_dist_step,val_loss_epoch,val_loss_step
3,6799,,19.5556640625,,1.210373044013977,,,,
3,6824,,23.7060546875,,1.3712236881256104,,,,
3,6849,,13.96484375,,1.0358686447143555,,,,
3,6874,,15.625,,1.0429543256759644,,,,
3,6899,,12.3291015625,,0.8964451551437378,,,,
3,6924,,12.255859375,,0.9867153763771057,,,,
3,6949,,14.794921875,,0.9881055355072021,,,,
3,6974,,19.189453125,,1.3101110458374023,,,,
3,6999,,17.2607421875,,1.201684832572937,,,,
3,7024,,15.13671875,,1.0669118165969849,,,,
3,7049,,15.625,,1.0725706815719604,,,,
3,7074,,18.4814453125,,1.1101428270339966,,,,
3,7099,,20.99609375,,1.1566717624664307,,,,
3,7124,,15.6982421875,,1.074797511100769,,,,
3,7149,,19.384765625,,1.1987802982330322,,,,
3,7174,,14.453125,,1.1485034227371216,,,,
3,7199,,18.212890625,,1.2205498218536377,,,,
3,7224,,12.6708984375,,0.8818895816802979,,,,
3,7249,,18.7744140625,,1.2035510540008545,,,,
3,7274,,20.5078125,,1.214438796043396,,,,
3,7299,,20.1171875,,1.270041584968567,,,,
3,7324,,20.2392578125,,1.2790043354034424,,,,
3,7349,,22.8271484375,,1.2802842855453491,,,,
3,7374,,17.1875,,1.0711725950241089,,,,
3,7399,,17.8955078125,,1.2091865539550781,,,,
3,7424,,10.83984375,,0.8115766644477844,,,,
3,7449,,13.671875,,0.95882248878479,,,,
3,7474,,19.3359375,,1.3094110488891602,,,,
3,7499,,14.1845703125,,0.9714478850364685,,,,
3,7524,,19.6044921875,,1.313531517982483,,,,
3,7549,,19.43359375,,1.229764699935913,,,,
3,7574,,20.751953125,,1.24940025806427,,,,
3,7599,,12.7685546875,,0.9476576447486877,,,,
3,7624,,22.2900390625,,1.3976842164993286,,,,
3,7649,,19.189453125,,1.2852922677993774,,,,
3,7674,,14.208984375,,0.9553170800209045,,,,
3,7699,,22.3876953125,,1.3077765703201294,,,,
3,7724,,13.7939453125,,1.0542867183685303,,,,
3,7749,,15.72265625,,1.0690261125564575,,,,
3,7774,,20.01953125,,1.2285287380218506,,,,
3,7799,,22.65625,,1.3334640264511108,,,,
3,7824,,18.7744140625,,1.2257897853851318,,,,
3,7849,,19.2626953125,,1.2791990041732788,,,,
3,7874,,18.8232421875,,1.2551697492599487,,,,
3,7899,,19.140625,,1.114183783531189,,,,
3,7924,,17.3583984375,,1.177121639251709,,,,
3,7949,,18.701171875,,1.1262027025222778,,,,
3,7974,,13.818359375,,0.9583998918533325,,,,
3,7999,,19.9462890625,,1.2348477840423584,,,,
3,8024,,17.919921875,,1.1888792514801025,,,,
3,8049,,14.501953125,,1.0160434246063232,,,,
3,8074,,16.89453125,,1.0646276473999023,,,,
3,8099,,14.2822265625,,1.0896036624908447,,,,
3,8124,,13.37890625,,0.9175872802734375,,,,
3,8149,,17.138671875,,1.1943053007125854,,,,
3,8174,,14.9169921875,,1.0688436031341553,,,,
3,8199,,18.359375,,1.2037897109985352,,,,
3,8224,,14.8193359375,,1.0761497020721436,,,,
3,8249,,18.310546875,,1.2179495096206665,,,,
3,8274,,21.09375,,1.2538903951644897,,,,
3,8299,,19.0673828125,,1.154754638671875,,,,
3,8324,,14.208984375,,0.982772946357727,,,,
3,8349,,14.8681640625,,1.0082038640975952,,,,
3,8374,,15.9912109375,,1.1657453775405884,,,,
3,8399,,16.1376953125,,1.1307648420333862,,,,
,28,,,,,,32.3486328125,,1.5786902904510498
,29,,,,,,35.8642578125,,1.6414378881454468
,30,,,,,,37.4755859375,,1.7094788551330566
,31,,,,,,36.2060546875,,1.6629408597946167
,32,,,,,,39.0625,,1.7517590522766113
,33,,,,,,36.376953125,,1.6931777000427246
,34,,,,,,35.1318359375,,1.6776388883590698
,35,,,,,,40.5029296875,,1.8061188459396362
,36,,,,,,38.3056640625,,1.7414937019348145
,37,,,,,,38.3056640625,,1.76548433303833
,38,,,,,,33.3251953125,,1.6450097560882568
,39,,,,,,40.0146484375,,1.8063149452209473
,40,,,,,,38.1103515625,,1.7427399158477783
,41,,,,,,32.4462890625,,1.5782654285430908
,42,,,,,,38.427734375,,1.7513738870620728
,43,,,,,,35.1806640625,,1.6681454181671143
,44,,,,,,36.4501953125,,1.6868678331375122
,45,,,,,,37.3291015625,,1.6915044784545898
,46,,,,,,34.521484375,,1.6625319719314575
,47,,,,,,38.28125,,1.6964865922927856
,48,,,,,,34.8388671875,,1.6582022905349731
,49,,,,,,37.5,,1.6762899160385132
,50,,,,,,37.1826171875,,1.664172649383545
